image_id,x_min,y_min,x_max,y_max,class_id,image_width,image_height
2605,90,35,129,110,9,320,320
2606,0,0,1,1,14,320,320
2607,0,0,1,1,14,320,320
2608,153,22,163,34,7,320,320
2608,57,147,91,211,7,320,320
2608,172,84,189,101,5,320,320
2609,0,0,1,1,14,320,320
261,225,239,232,247,8,320,320
2610,230,285,252,311,0,320,320
2610,109,75,149,131,7,320,320
2610,152,95,182,133,5,320,320
2610,238,86,283,140,2,320,320
2611,79,19,93,35,6,320,320
2612,115,22,163,90,3,320,320
2612,214,97,221,106,3,320,320
2612,233,69,272,123,1,320,320
2612,172,113,215,170,1,320,320
2612,188,144,198,156,7,320,320
2612,59,56,108,117,7,320,320
2612,11,240,37,264,9,320,320
2613,89,58,124,93,0,320,320
2613,186,125,256,196,3,320,320
2613,71,163,120,232,6,320,320
2613,114,252,147,305,9,320,320
2613,1,237,12,247,9,320,320
2613,94,289,108,313,9,320,320
2613,134,236,191,302,3,320,320
2613,115,123,168,171,3,320,320
2613,52,246,84,299,7,320,320
2614,0,0,1,1,14,320,320
2615,162,105,198,139,8,320,320
2615,284,294,291,302,7,320,320
2615,246,56,266,76,0,320,320
2615,137,184,149,235,1,320,320
2615,258,171,274,190,8,320,320
2615,227,12,249,41,7,320,320
2615,47,27,62,46,7,320,320
2615,59,267,84,299,0,320,320
2616,0,0,1,1,14,320,320
2617,0,0,1,1,14,320,320
2618,0,0,1,1,14,320,320
2619,238,168,250,179,3,320,320
2619,190,241,247,298,8,320,320
2619,208,100,278,174,1,320,320
2619,112,173,146,228,9,320,320
262,0,0,1,1,14,320,320
2620,99,26,151,77,0,320,320
2620,57,172,95,234,4,320,320
2620,195,270,216,294,7,320,320
2620,238,199,285,261,4,320,320
2620,208,139,228,174,9,320,320
2620,151,158,217,224,0,320,320
2620,204,50,276,122,2,320,320
2620,150,228,192,295,5,320,320
2620,29,22,88,69,0,320,320
2621,0,0,1,1,14,320,320
2622,165,119,201,164,2,320,320
2622,216,139,244,203,1,320,320
2622,283,112,305,146,1,320,320
2622,49,18,96,72,6,320,320
2622,190,288,197,298,3,320,320
2622,77,272,88,291,9,320,320
2622,244,273,266,304,9,320,320
2622,43,264,50,279,1,320,320
2622,48,243,81,282,8,320,320
2623,246,145,271,193,3,320,320
2623,37,91,69,140,6,320,320
2623,81,250,107,286,3,320,320
2623,270,22,290,52,2,320,320
2623,70,72,87,125,1,320,320
2623,198,19,223,93,1,320,320
2624,274,257,305,292,9,320,320
2625,0,0,1,1,14,320,320
2626,0,0,1,1,14,320,320
2627,0,0,1,1,14,320,320
2628,0,0,1,1,14,320,320
2629,64,193,102,265,1,320,320
2629,224,54,245,86,8,320,320
263,218,141,248,183,3,320,320
263,231,110,267,158,9,320,320
263,123,97,141,115,0,320,320
263,199,114,212,160,1,320,320
263,225,86,287,155,2,320,320
263,99,128,108,143,5,320,320
263,110,133,145,190,1,320,320
263,88,166,98,178,9,320,320
263,119,27,129,37,8,320,320
2630,239,278,266,308,2,320,320
2630,133,197,178,255,0,320,320
2630,18,204,62,248,0,320,320
2630,147,83,194,145,5,320,320
2630,29,12,73,53,2,320,320
2630,218,166,252,199,6,320,320
2631,0,0,1,1,14,320,320
2632,0,0,1,1,14,320,320
2633,0,0,1,1,14,320,320
2634,27,260,37,273,7,320,320
2634,199,93,219,113,0,320,320
2634,263,120,282,143,3,320,320
2634,79,22,132,75,2,320,320
2634,96,192,125,217,6,320,320
2635,0,0,1,1,14,320,320
2636,24,38,82,85,0,320,320
2636,34,61,105,136,0,320,320
2636,234,147,248,185,1,320,320
2637,209,185,231,221,3,320,320
2637,40,213,61,239,8,320,320
2637,100,253,125,288,3,320,320
2637,113,275,140,313,9,320,320
2637,167,125,193,161,4,320,320
2637,178,268,183,277,9,320,320
2638,44,162,50,170,3,320,320
2639,81,17,86,24,6,320,320
2639,30,230,45,246,0,320,320
2639,49,167,64,212,1,320,320
2639,65,20,83,42,0,320,320
2639,229,89,281,147,5,320,320
2639,225,128,263,182,4,320,320
2639,46,187,99,249,8,320,320
2639,31,215,68,274,1,320,320
264,236,81,265,114,7,320,320
2640,0,0,1,1,14,320,320
2641,0,0,1,1,14,320,320
2642,91,16,163,88,3,320,320
2642,291,23,303,56,1,320,320
2642,238,184,260,224,6,320,320
2642,147,253,174,292,4,320,320
2642,259,194,295,245,8,320,320
2642,51,62,67,86,0,320,320
2642,168,149,197,180,8,320,320
2642,296,167,304,176,7,320,320
2642,82,199,120,267,6,320,320
2643,279,292,298,311,0,320,320
2643,242,142,266,173,3,320,320
2643,59,221,94,256,0,320,320
2644,240,180,292,244,8,320,320
2644,32,277,53,306,3,320,320
2644,241,68,271,91,6,320,320
2644,142,194,212,257,2,320,320
2644,101,185,126,221,6,320,320
2644,127,221,137,251,1,320,320
2645,171,181,224,256,2,320,320
2646,0,0,1,1,14,320,320
2647,161,98,211,160,0,320,320
2647,216,84,238,111,7,320,320
2648,0,0,1,1,14,320,320
2649,0,0,1,1,14,320,320
265,0,0,1,1,14,320,320
2650,159,164,224,235,6,320,320
2650,130,270,163,306,5,320,320
2650,129,114,140,135,3,320,320
2650,211,250,241,287,7,320,320
2651,171,204,192,265,1,320,320
2651,286,300,291,314,1,320,320
2651,243,11,261,42,9,320,320
2651,106,91,154,149,3,320,320
2651,280,244,297,275,1,320,320
2651,221,119,237,134,7,320,320
2651,255,178,279,223,7,320,320
2651,147,198,200,260,7,320,320
2652,0,0,1,1,14,320,320
2653,174,132,230,188,0,320,320
2653,132,209,165,266,7,320,320
2653,248,241,253,256,1,320,320
2653,108,90,129,146,1,320,320
2653,49,124,87,199,8,320,320
2653,50,215,109,287,7,320,320
2653,163,10,189,41,8,320,320
2653,137,124,145,133,9,320,320
2653,56,52,102,127,3,320,320
2654,0,0,1,1,14,320,320
2655,0,0,1,1,14,320,320
2656,0,0,1,1,14,320,320
2657,49,201,72,238,8,320,320
2657,50,188,85,239,3,320,320
2658,18,248,48,280,4,320,320
2658,32,196,68,250,6,320,320
2658,232,251,266,299,5,320,320
2658,186,85,194,107,1,320,320
2658,132,182,190,255,3,320,320
2658,163,11,184,36,6,320,320
2658,103,65,132,94,6,320,320
2659,0,0,1,1,14,320,320
266,0,0,1,1,14,320,320
2660,0,0,1,1,14,320,320
2661,0,0,1,1,14,320,320
2662,45,228,86,278,8,320,320
2662,145,43,166,73,7,320,320
2663,172,92,235,149,0,320,320
2663,80,162,112,194,3,320,320
2664,156,18,163,29,8,320,320
2664,155,93,211,163,9,320,320
2664,49,41,64,88,1,320,320
2664,76,216,135,281,6,320,320
2664,33,46,75,113,7,320,320
2664,239,106,270,151,6,320,320
2664,135,211,143,232,1,320,320
2664,116,32,185,104,8,320,320
2665,0,0,1,1,14,320,320
2666,163,264,197,298,4,320,320
2666,17,216,26,243,1,320,320
2666,106,15,148,66,7,320,320
2666,269,125,283,182,1,320,320
2667,234,84,291,147,5,320,320
2667,92,87,153,148,0,320,320
2668,0,0,1,1,14,320,320
2669,0,0,1,1,14,320,320
267,199,273,238,309,5,320,320
267,211,165,255,209,6,320,320
267,268,142,293,177,1,320,320
267,267,50,300,97,4,320,320
267,290,277,313,302,2,320,320
267,235,269,265,303,7,320,320
267,261,164,299,217,1,320,320
2670,216,232,263,279,0,320,320
2671,0,0,1,1,14,320,320
2672,52,12,88,42,0,320,320
2672,281,69,290,82,8,320,320
2672,40,184,72,229,6,320,320
2672,78,107,104,133,0,320,320
2672,195,99,251,155,2,320,320
2672,121,52,163,94,5,320,320
2672,234,73,254,93,3,320,320
2672,89,121,121,153,5,320,320
2673,37,55,69,89,5,320,320
2673,147,140,178,168,4,320,320
2674,0,0,1,1,14,320,320
2675,163,168,188,211,7,320,320
2675,11,288,31,308,0,320,320
2675,221,231,271,300,5,320,320
2675,164,18,177,44,4,320,320
2675,51,23,76,48,3,320,320
2675,149,242,165,273,9,320,320
2675,48,282,56,302,1,320,320
2675,215,10,268,84,6,320,320
2676,0,0,1,1,14,320,320
2677,0,0,1,1,14,320,320
2678,0,0,1,1,14,320,320
2679,164,99,223,152,2,320,320
2679,123,184,177,244,8,320,320
2679,57,188,87,218,9,320,320
2679,184,41,229,96,6,320,320
2679,130,143,165,168,3,320,320
2679,234,204,247,224,1,320,320
2679,106,65,145,120,4,320,320
268,233,16,257,55,6,320,320
268,159,62,183,86,0,320,320
268,148,45,179,81,9,320,320
268,128,17,140,71,1,320,320
268,143,76,188,139,3,320,320
268,36,149,68,211,6,320,320
268,228,205,286,269,5,320,320
268,244,176,272,215,6,320,320
268,206,109,251,172,0,320,320
2680,82,211,132,281,2,320,320
2680,29,171,35,191,1,320,320
2680,137,231,146,264,1,320,320
2680,299,88,304,97,6,320,320
2680,191,4,210,50,6,320,320
2680,244,175,254,188,6,320,320
2681,147,167,197,217,4,320,320
2681,197,225,265,292,9,320,320
2681,62,72,80,137,1,320,320
2681,66,138,94,172,8,320,320
2681,54,151,89,194,8,320,320
2681,33,170,97,241,8,320,320
2682,184,90,234,144,8,320,320
2682,98,222,113,250,8,320,320
2682,234,184,271,235,1,320,320
2682,152,143,180,160,2,320,320
2682,196,135,255,208,7,320,320
2682,237,46,265,100,7,320,320
2682,230,24,252,55,7,320,320
2682,93,24,132,72,8,320,320
2683,212,77,253,130,5,320,320
2683,156,255,205,305,8,320,320
2683,195,215,248,280,7,320,320
2684,74,24,115,70,9,320,320
2684,131,16,185,79,0,320,320
2684,104,166,141,205,2,320,320
2684,269,300,281,314,8,320,320
2684,130,223,155,253,8,320,320
2684,241,173,278,206,5,320,320
2685,0,0,1,1,14,320,320
2686,198,203,224,229,2,320,320
2686,58,165,74,182,2,320,320
2686,125,20,197,85,4,320,320
2686,130,84,188,151,4,320,320
2686,84,73,95,90,1,320,320
2686,188,13,221,49,3,320,320
2686,89,191,152,254,5,320,320
2686,177,78,196,101,5,320,320
2687,280,259,297,276,0,320,320
2687,160,122,172,136,0,320,320
2687,222,157,260,203,3,320,320
2687,38,216,91,270,5,320,320
2687,71,151,90,172,2,320,320
2687,207,79,255,138,8,320,320
2687,140,178,196,240,8,320,320
2687,75,303,84,312,8,320,320
2688,0,0,1,1,14,320,320
2689,75,19,126,90,7,320,320
2689,79,185,122,228,0,320,320
2689,253,203,285,263,1,320,320
2689,132,116,153,145,6,320,320
2689,63,173,123,242,7,320,320
269,125,151,145,197,1,320,320
269,175,159,208,210,9,320,320
2690,162,75,183,114,4,320,320
2690,66,61,102,119,7,320,320
2690,247,22,253,31,9,320,320
2690,245,119,271,151,3,320,320
2690,222,168,289,239,8,320,320
2690,152,164,190,208,6,320,320
2690,210,153,220,165,8,320,320
2690,20,252,44,278,2,320,320
2690,193,53,234,86,3,320,320
2691,0,0,1,1,14,320,320
2692,131,165,165,192,2,320,320
2692,137,124,174,165,2,320,320
2692,33,195,74,236,0,320,320
2692,171,25,224,85,6,320,320
2692,80,30,119,85,8,320,320
2692,11,294,29,314,8,320,320
2692,209,85,254,148,9,320,320
2693,0,0,1,1,14,320,320
2694,84,108,111,135,0,320,320
2694,61,15,68,27,8,320,320
2694,140,157,189,207,2,320,320
2694,141,115,179,180,7,320,320
2694,43,245,53,260,6,320,320
2694,149,240,155,269,1,320,320
2694,52,166,60,200,1,320,320
2694,267,290,274,298,7,320,320
2694,194,31,207,82,1,320,320
2695,51,273,72,298,3,320,320
2695,131,226,176,289,6,320,320
2695,21,74,71,139,2,320,320
2695,90,235,165,309,0,320,320
2695,178,187,210,218,7,320,320
2695,164,191,215,263,6,320,320
2695,200,164,216,176,2,320,320
2695,217,93,272,165,9,320,320
2695,66,125,120,192,8,320,320
2696,59,91,112,166,6,320,320
2696,245,193,273,219,5,320,320
2696,239,198,307,270,5,320,320
2696,177,46,203,77,2,320,320
2697,216,122,258,164,4,320,320
2697,84,202,157,268,0,320,320
2697,167,50,175,61,6,320,320
2697,62,182,106,226,0,320,320
2697,148,160,182,204,3,320,320
2697,253,92,276,111,2,320,320
2697,43,32,94,84,3,320,320
2697,205,187,223,243,1,320,320
2697,101,201,120,220,4,320,320
2698,240,250,257,277,4,320,320
2698,68,126,84,142,5,320,320
2698,119,206,154,264,7,320,320
2698,112,238,161,292,8,320,320
2698,134,17,170,61,8,320,320
2698,149,39,204,103,0,320,320
2698,15,242,45,291,4,320,320
2699,293,169,311,193,9,320,320
2699,225,233,238,244,0,320,320
27,0,0,1,1,14,320,320
270,0,0,1,1,14,320,320
2700,112,71,147,106,0,320,320
2700,206,166,260,234,2,320,320
2700,137,144,144,154,7,320,320
2700,56,147,75,168,6,320,320
2701,120,68,130,86,9,320,320
2701,77,92,134,155,7,320,320
2701,67,233,101,267,4,320,320
2701,94,81,97,90,1,320,320
2701,226,119,267,160,3,320,320
2702,46,41,114,109,4,320,320
2702,176,235,202,261,5,320,320
2702,209,11,233,38,0,320,320
2702,204,50,221,74,6,320,320
2702,228,91,241,107,0,320,320
2702,62,238,79,259,8,320,320
2702,14,161,64,207,5,320,320
2702,109,24,141,79,9,320,320
2703,40,265,58,281,0,320,320
2703,154,90,189,120,5,320,320
2703,281,147,311,176,4,320,320
2703,200,54,224,75,7,320,320
2703,104,47,144,92,0,320,320
2703,202,307,210,316,0,320,320
2703,234,41,252,66,0,320,320
2703,116,240,139,265,0,320,320
2704,82,60,93,71,0,320,320
2704,201,128,210,161,1,320,320
2704,74,106,125,174,0,320,320
2704,197,20,241,92,6,320,320
2704,47,86,52,94,1,320,320
2704,26,161,79,219,4,320,320
2704,73,197,97,217,5,320,320
2704,66,200,119,274,4,320,320
2705,37,100,84,133,2,320,320
2705,193,223,250,294,1,320,320
2705,26,101,33,113,7,320,320
2705,163,282,170,291,4,320,320
2705,210,29,274,93,0,320,320
2705,232,93,245,103,2,320,320
2705,157,205,167,221,6,320,320
2705,171,230,184,248,4,320,320
2706,0,0,1,1,14,320,320
2707,32,295,47,312,8,320,320
2707,163,247,209,298,2,320,320
2708,140,236,164,259,9,320,320
2708,101,74,150,143,8,320,320
2709,87,195,140,264,7,320,320
2709,19,190,45,216,5,320,320
2709,266,92,304,137,7,320,320
2709,69,27,103,91,1,320,320
271,77,67,102,95,8,320,320
271,253,74,292,128,8,320,320
2710,88,124,131,177,2,320,320
2710,180,244,202,268,9,320,320
2710,248,95,278,137,5,320,320
2710,47,147,70,170,2,320,320
2710,266,161,279,188,1,320,320
2710,179,44,204,74,4,320,320
2710,177,182,243,248,6,320,320
2710,197,145,216,201,1,320,320
2711,109,256,142,286,0,320,320
2711,208,64,260,137,7,320,320
2711,232,244,237,253,9,320,320
2711,32,17,69,58,0,320,320
2711,199,12,224,52,4,320,320
2711,201,160,234,214,4,320,320
2711,85,158,134,208,4,320,320
2711,151,49,156,57,8,320,320
2712,58,152,116,225,5,320,320
2712,132,31,190,88,0,320,320
2712,193,66,251,124,2,320,320
2712,214,104,287,177,8,320,320
2712,273,193,287,207,0,320,320
2712,85,58,128,111,4,320,320
2712,154,177,198,232,4,320,320
2713,0,0,1,1,14,320,320
2714,277,302,284,312,8,320,320
2714,306,63,314,72,8,320,320
2714,3,217,10,226,6,320,320
2714,255,123,274,140,0,320,320
2715,0,0,1,1,14,320,320
2716,35,149,49,171,9,320,320
2716,236,74,281,147,6,320,320
2716,17,113,48,150,7,320,320
2717,212,99,239,127,7,320,320
2717,208,96,258,158,8,320,320
2717,177,187,221,231,8,320,320
2717,280,52,297,80,1,320,320
2717,74,268,81,277,9,320,320
2718,172,20,192,52,3,320,320
2718,233,33,294,100,6,320,320
2718,216,100,260,162,3,320,320
2718,33,56,72,104,6,320,320
2718,77,91,89,140,1,320,320
2718,142,218,160,240,2,320,320
2719,0,0,1,1,14,320,320
272,129,167,172,210,3,320,320
272,124,30,131,42,1,320,320
272,276,158,305,187,2,320,320
272,274,65,304,102,9,320,320
272,197,31,237,81,4,320,320
272,87,79,112,109,9,320,320
272,158,135,179,167,6,320,320
2720,0,0,1,1,14,320,320
2721,292,252,303,268,1,320,320
2721,127,260,148,282,8,320,320
2721,188,84,198,98,2,320,320
2721,68,216,103,249,7,320,320
2721,69,212,80,230,9,320,320
2721,256,107,263,116,9,320,320
2722,178,154,239,221,8,320,320
2722,39,34,47,44,2,320,320
2722,184,74,242,138,2,320,320
2722,235,95,261,128,4,320,320
2722,108,130,121,183,1,320,320
2722,131,224,172,265,5,320,320
2722,181,31,197,50,8,320,320
2723,168,269,189,292,6,320,320
2723,113,25,138,70,1,320,320
2724,109,210,138,242,8,320,320
2725,202,176,222,208,8,320,320
2725,153,201,162,214,9,320,320
2725,245,204,293,252,0,320,320
2725,297,70,308,88,1,320,320
2725,198,119,224,155,6,320,320
2725,251,164,288,228,4,320,320
2725,274,33,280,45,1,320,320
2726,0,0,1,1,14,320,320
2727,203,20,233,47,2,320,320
2727,78,245,127,278,5,320,320
2728,0,0,1,1,14,320,320
2729,0,0,1,1,14,320,320
273,0,0,1,1,14,320,320
2730,0,0,1,1,14,320,320
2731,64,46,105,97,8,320,320
2731,251,233,294,294,7,320,320
2731,60,121,84,192,1,320,320
2731,129,282,138,298,6,320,320
2731,95,108,108,133,8,320,320
2732,55,216,99,287,6,320,320
2732,205,258,236,294,7,320,320
2732,41,185,66,213,4,320,320
2732,279,64,304,90,7,320,320
2732,213,58,266,133,9,320,320
2732,171,66,225,119,7,320,320
2732,139,271,153,299,1,320,320
2732,191,130,213,164,9,320,320
2732,20,57,52,105,1,320,320
2733,0,0,1,1,14,320,320
2734,0,0,1,1,14,320,320
2735,194,10,229,45,6,320,320
2735,279,163,302,196,7,320,320
2735,241,97,276,122,5,320,320
2735,180,36,197,59,9,320,320
2735,133,201,201,263,2,320,320
2735,36,197,74,247,3,320,320
2736,105,193,136,229,2,320,320
2736,280,136,300,162,5,320,320
2736,234,52,284,122,5,320,320
2736,150,82,207,152,7,320,320
2736,152,173,207,223,7,320,320
2736,114,145,162,204,9,320,320
2736,251,237,283,299,1,320,320
2736,60,176,108,234,6,320,320
2736,186,182,234,254,9,320,320
2737,0,0,1,1,14,320,320
2738,168,103,213,166,4,320,320
2738,167,214,173,221,4,320,320
2738,273,38,284,56,5,320,320
2738,55,37,74,67,9,320,320
2739,0,0,1,1,14,320,320
274,0,0,1,1,14,320,320
2740,0,0,1,1,14,320,320
2741,0,0,1,1,14,320,320
2742,0,0,1,1,14,320,320
2743,0,0,1,1,14,320,320
2744,113,192,155,252,9,320,320
2744,122,242,133,256,0,320,320
2744,241,231,267,268,9,320,320
2744,28,44,54,76,5,320,320
2744,249,168,300,204,2,320,320
2744,22,73,47,104,5,320,320
2744,7,43,33,70,2,320,320
2744,64,62,119,117,6,320,320
2745,0,0,1,1,14,320,320
2746,191,122,222,183,1,320,320
2746,26,87,78,145,2,320,320
2746,14,286,20,293,7,320,320
2746,288,59,303,78,2,320,320
2746,248,221,267,240,4,320,320
2747,0,0,1,1,14,320,320
2748,0,0,1,1,14,320,320
2749,245,257,288,308,1,320,320
2749,42,130,64,174,6,320,320
2749,65,18,98,71,9,320,320
2749,46,262,78,306,1,320,320
2749,175,119,185,129,7,320,320
2749,75,165,116,215,9,320,320
2749,236,120,278,179,5,320,320
2749,218,36,280,98,0,320,320
2749,199,109,218,165,1,320,320
275,0,0,1,1,14,320,320
2750,73,113,118,170,7,320,320
2750,97,52,103,61,6,320,320
2750,109,115,136,142,2,320,320
2750,114,107,176,180,0,320,320
2750,265,128,291,157,7,320,320
2751,0,0,1,1,14,320,320
2752,0,0,1,1,14,320,320
2753,235,227,246,238,0,320,320
2753,39,16,48,33,1,320,320
2754,169,87,216,153,9,320,320
2754,63,29,94,88,8,320,320
2754,139,12,160,38,7,320,320
2754,213,105,220,112,3,320,320
2754,289,194,301,214,9,320,320
2754,158,171,211,223,2,320,320
2755,0,0,1,1,14,320,320
2756,0,0,1,1,14,320,320
2757,0,0,1,1,14,320,320
2758,0,0,1,1,14,320,320
2759,0,0,1,1,14,320,320
276,175,228,191,249,1,320,320
276,177,44,249,116,2,320,320
276,166,112,185,157,1,320,320
276,235,178,302,245,0,320,320
276,227,53,294,120,9,320,320
276,37,220,99,289,9,320,320
276,68,44,142,111,0,320,320
2760,56,72,108,136,6,320,320
2760,214,262,252,304,0,320,320
2760,123,91,155,141,1,320,320
2761,0,0,1,1,14,320,320
2762,54,229,83,268,2,320,320
2762,225,155,241,187,2,320,320
2763,97,92,141,141,0,320,320
2763,282,73,312,104,4,320,320
2764,12,89,87,164,0,320,320
2764,37,14,103,80,2,320,320
2764,110,115,138,144,2,320,320
2765,0,0,1,1,14,320,320
2766,64,221,126,274,0,320,320
2766,27,83,45,103,2,320,320
2766,16,237,36,261,9,320,320
2766,243,53,283,103,2,320,320
2767,0,0,1,1,14,320,320
2768,0,0,1,1,14,320,320
2769,0,0,1,1,14,320,320
277,122,50,168,108,8,320,320
277,154,214,177,284,1,320,320
277,179,45,212,98,7,320,320
277,276,201,308,232,2,320,320
277,220,281,231,297,6,320,320
2770,10,114,18,120,5,320,320
2770,74,105,100,142,2,320,320
2770,111,75,161,141,5,320,320
2770,68,70,121,132,5,320,320
2770,70,127,117,192,9,320,320
2770,130,201,163,264,4,320,320
2770,225,231,242,252,9,320,320
2770,204,61,248,112,8,320,320
2770,261,235,291,266,2,320,320
2771,52,136,119,191,5,320,320
2771,209,57,220,68,0,320,320
2771,207,83,217,95,8,320,320
2771,140,85,193,154,0,320,320
2771,234,222,253,278,1,320,320
2772,0,0,1,1,14,320,320
2773,0,0,1,1,14,320,320
2774,0,0,1,1,14,320,320
2775,109,172,153,234,4,320,320
2776,0,0,1,1,14,320,320
2777,0,0,1,1,14,320,320
2778,204,72,223,92,8,320,320
2778,207,118,213,126,2,320,320
2778,250,171,257,192,1,320,320
2778,52,138,74,174,9,320,320
2778,71,71,106,109,8,320,320
2779,131,216,184,281,3,320,320
2779,238,244,280,304,7,320,320
2779,195,216,252,287,8,320,320
2779,228,86,291,152,6,320,320
2779,35,95,80,167,7,320,320
2779,136,187,139,199,1,320,320
2779,94,93,159,158,2,320,320
2779,73,20,86,35,3,320,320
2779,9,33,29,53,5,320,320
278,49,280,55,300,1,320,320
278,209,145,249,189,6,320,320
278,240,8,272,59,2,320,320
278,133,52,180,109,0,320,320
278,67,200,102,235,4,320,320
278,247,197,296,246,2,320,320
278,41,111,75,155,7,320,320
2780,0,0,1,1,14,320,320
2781,251,197,282,228,0,320,320
2781,214,8,231,26,9,320,320
2781,218,89,282,156,6,320,320
2781,71,149,103,216,1,320,320
2781,231,133,260,202,1,320,320
2781,62,61,89,99,0,320,320
2781,90,218,141,274,6,320,320
2782,56,169,95,208,4,320,320
2782,231,202,264,240,2,320,320
2782,222,65,242,93,4,320,320
2782,97,303,106,314,6,320,320
2782,109,38,157,105,9,320,320
2782,16,83,57,130,4,320,320
2782,211,187,231,246,1,320,320
2782,224,197,285,271,9,320,320
2783,0,0,1,1,14,320,320
2784,0,0,1,1,14,320,320
2785,0,0,1,1,14,320,320
2786,109,66,136,110,3,320,320
2786,139,37,148,49,5,320,320
2786,56,205,95,260,6,320,320
2786,129,74,137,84,7,320,320
2786,111,122,164,176,2,320,320
2786,95,42,139,97,3,320,320
2786,157,240,167,258,6,320,320
2787,183,291,190,303,4,320,320
2788,0,0,1,1,14,320,320
2789,0,0,1,1,14,320,320
279,0,0,1,1,14,320,320
2790,0,0,1,1,14,320,320
2791,0,0,1,1,14,320,320
2792,146,193,191,268,1,320,320
2793,0,0,1,1,14,320,320
2794,0,0,1,1,14,320,320
2795,221,204,272,260,6,320,320
2795,222,151,278,213,7,320,320
2796,0,0,1,1,14,320,320
2797,221,86,230,104,4,320,320
2797,241,98,261,122,0,320,320
2797,209,23,221,37,6,320,320
2797,135,32,176,73,0,320,320
2797,256,292,264,302,3,320,320
2797,173,150,244,214,3,320,320
2797,252,185,268,207,9,320,320
2797,198,143,215,172,6,320,320
2798,0,0,1,1,14,320,320
2799,0,0,1,1,14,320,320
28,0,0,1,1,14,320,320
280,105,76,176,150,6,320,320
280,53,136,77,164,7,320,320
280,131,277,148,294,8,320,320
280,118,196,128,214,7,320,320
280,52,153,81,194,6,320,320
280,163,101,213,163,7,320,320
2800,143,182,154,194,0,320,320
2800,188,80,204,119,1,320,320
2800,64,217,110,268,0,320,320
2800,183,16,232,69,6,320,320
2800,120,165,180,225,5,320,320
2800,158,191,212,251,7,320,320
2801,154,24,205,84,2,320,320
2802,0,0,1,1,14,320,320
2803,0,0,1,1,14,320,320
2804,0,0,1,1,14,320,320
2805,222,205,284,277,2,320,320
2805,142,41,209,115,4,320,320
2805,72,151,82,165,7,320,320
2805,243,126,275,162,2,320,320
2805,81,211,145,282,7,320,320
2806,95,262,108,277,4,320,320
2806,44,183,96,255,7,320,320
2806,57,8,75,26,0,320,320
2806,283,217,310,238,2,320,320
2807,62,88,73,98,2,320,320
2807,187,114,222,171,7,320,320
2807,163,65,224,126,7,320,320
2807,44,110,91,156,8,320,320
2807,229,95,260,146,1,320,320
2807,36,136,98,198,4,320,320
2808,0,0,1,1,14,320,320
2809,131,106,140,122,8,320,320
2809,224,168,245,216,1,320,320
2809,70,37,91,98,1,320,320
2809,31,22,84,84,7,320,320
2809,50,126,101,176,0,320,320
281,0,0,1,1,14,320,320
2810,0,0,1,1,14,320,320
2811,0,0,1,1,14,320,320
2812,0,0,1,1,14,320,320
2813,110,80,145,131,0,320,320
2813,142,285,163,308,2,320,320
2814,0,0,1,1,14,320,320
2815,233,220,272,268,6,320,320
2815,257,75,291,122,8,320,320
2815,47,44,66,68,7,320,320
2816,0,0,1,1,14,320,320
2817,76,187,119,257,9,320,320
2817,282,143,313,177,0,320,320
2817,21,229,53,264,0,320,320
2817,95,85,109,106,3,320,320
2817,152,213,192,257,5,320,320
2817,33,16,60,60,9,320,320
2817,220,232,282,288,2,320,320
2817,238,274,259,300,5,320,320
2818,0,0,1,1,14,320,320
2819,99,197,157,255,2,320,320
2819,258,300,264,307,5,320,320
2819,75,156,126,193,5,320,320
2819,118,140,140,167,9,320,320
2819,50,222,79,258,6,320,320
282,0,0,1,1,14,320,320
2820,285,198,306,232,7,320,320
2820,46,86,96,148,9,320,320
2820,132,74,157,114,4,320,320
2821,0,0,1,1,14,320,320
2822,0,0,1,1,14,320,320
2823,73,261,92,284,7,320,320
2823,117,195,161,257,9,320,320
2823,192,231,205,248,7,320,320
2823,9,23,82,96,3,320,320
2823,182,180,232,224,4,320,320
2823,80,110,147,177,0,320,320
2823,146,211,169,232,5,320,320
2823,206,129,238,164,0,320,320
2824,239,33,282,92,2,320,320
2824,46,133,68,197,1,320,320
2824,190,232,201,244,0,320,320
2824,109,237,140,297,7,320,320
2824,147,15,174,87,1,320,320
2824,97,41,135,102,6,320,320
2824,143,122,168,149,3,320,320
2825,83,149,130,214,3,320,320
2825,97,232,103,240,0,320,320
2825,63,140,80,168,9,320,320
2825,140,244,178,306,7,320,320
2825,272,72,293,107,9,320,320
2825,164,163,197,207,7,320,320
2825,108,292,124,308,0,320,320
2825,19,160,48,195,6,320,320
2825,125,11,145,49,6,320,320
2826,0,0,1,1,14,320,320
2827,0,0,1,1,14,320,320
2828,85,103,110,144,9,320,320
2828,194,227,230,264,7,320,320
2828,107,114,156,164,2,320,320
2828,116,223,124,235,7,320,320
2828,46,147,94,213,9,320,320
2828,184,113,200,136,2,320,320
2828,168,244,199,293,8,320,320
2829,0,0,1,1,14,320,320
283,0,0,1,1,14,320,320
2830,22,88,58,130,0,320,320
2830,64,117,68,133,1,320,320
2830,113,297,123,311,0,320,320
2830,302,56,313,66,7,320,320
2830,175,61,203,106,4,320,320
2830,193,251,241,304,6,320,320
2831,0,0,1,1,14,320,320
2832,0,0,1,1,14,320,320
2833,57,252,120,315,7,320,320
2834,0,0,1,1,14,320,320
2835,0,0,1,1,14,320,320
2836,175,48,196,72,7,320,320
